,식당이름,카테고리,별점,리뷰 수,웹사이트,주소,지역명,위도,경도
3301,세종풍천장어고기세상,restaurant,3.6,31,https://place.map.kakao.com/1158913076,세종특별자치시 금남면 가동길 3 1층(지번) 금남면 용포리 308-1,세종,36.4637670227416,127.277725725715
3302,이비가짬뽕 세종대평점,restaurant,3.8,12,https://place.map.kakao.com/25139373,세종특별자치시 대평3길 18 해피라움블루 2층 210~212호(지번) 대평동 63-8,세종,36.4736874177162,127.27493378724
3303,빈스텔라,cafe,4.1,498,https://place.map.kakao.com/892934609,세종특별자치시 연동면 태산로 155 1동 1~3층(지번) 연동면 명학리 100,세종,36.5215916594277,127.355093025943
3304,이모네동태탕,restaurant,5.0,4,https://place.map.kakao.com/641584766,세종특별자치시 금남면 용포로 94(지번) 금남면 용포리 205-32,세종,36.4669247608745,127.281770258705
3305,다사랑치킨피자 세종종촌점,restaurant,5.0,0,https://place.map.kakao.com/587389968,세종특별자치시 도움1로 106 메가시티 136호(지번) 종촌동 672,세종,36.5026732042404,127.248183733479
3306,깡통주먹구이 조치원점,restaurant,4.6,35,https://place.map.kakao.com/9682953,세종특별자치시 조치원읍 새내12길 11(지번) 조치원읍 교리 23-25,세종,36.602433902918,127.298610526354
3307,봉평메밀막국수,restaurant,4.2,58,https://place.map.kakao.com/868734511,세종특별자치시 장군면 장척로 561-8 2동 1층(지번) 장군면 봉안리 329-3,세종,36.5003535529947,127.220171035193
3308,홍차마루,cafe,4.4,16,https://place.map.kakao.com/522593771,세종특별자치시 금남면 원봉2길 2(지번) 금남면 원봉리 405,세종,36.4403267945814,127.243814519916
3309,로프앤러프베이크숍,cafe,4.0,77,https://place.map.kakao.com/1352024130,세종특별자치시 달빛로 41 백두산빌딩 1층 101호(지번) 종촌동 669,세종,36.5024846587384,127.250093868275
3310,강산매운탕,restaurant,4.6,18,https://place.map.kakao.com/21287182,세종특별자치시 금남면 금강변길 1249 1층(지번) 금남면 부용리 41-2,세종,36.5127661579319,127.357955126943
3311,구스커피,cafe,5.0,3,https://place.map.kakao.com/573867264,세종특별자치시 금남면 국곡길 9-40(지번) 금남면 국곡리 132,세종,36.4244264966842,127.277475271177
3312,한마당바베큐,restaurant,4.5,84,https://place.map.kakao.com/57259224,세종특별자치시 연서면 복골길 27-7(지번) 연서면 고복리 460-2,세종,36.6158905040367,127.243904237991
3313,그레인,cafe,4.1,163,https://place.map.kakao.com/2112866194,세종특별자치시 나성로 96 181호(지번) 나성동 811,세종,36.4878789621189,127.261002509068
3314,인생감자탕 나성점,restaurant,4.5,57,https://place.map.kakao.com/1641965170,세종특별자치시 한누리대로 201(지번) 나성동 715,세종,36.4825700406775,127.26014541149
3315,콘타이 세종점,restaurant,4.6,102,https://place.map.kakao.com/348247626,세종특별자치시 국책연구원3로 12 비오케이아트센터 1층 113~116호(지번) 반곡동 산 101,세종,36.492361666552,127.303271350963
3316,여수소머리국밥,restaurant,4.3,6,https://place.map.kakao.com/2048255772,세종특별자치시 장군면 장척로 385-3(지번) 장군면 도계리 174-5,세종,36.4962783579921,127.203726319996
3317,미식도,restaurant,3.5,119,https://place.map.kakao.com/1755497947,세종특별자치시 나성로 133-15 1층(지번) 나성동 791,세종,36.4905136799477,127.257683531942
3318,역북집 세종점,restaurant,5.0,1,https://place.map.kakao.com/1538024966,세종특별자치시 해밀3로 27 1층(지번) 해밀동 376-4,세종,36.5272023585394,127.263138574773
3319,푸라닭치킨 세종아름점,restaurant,4.2,11,https://place.map.kakao.com/1563272669,세종특별자치시 아름서1길 13-5 마드리드A 104호(지번) 아름동 1328,세종,36.5113418536843,127.242580242368
3320,가배서림,cafe,3.6,606,https://place.map.kakao.com/825786276,세종특별자치시 금남면 안금로 241 1층(지번) 금남면 용담리 314-2,세종,36.4213246804301,127.284785996543
3321,해뜨는집,restaurant,3.8,33,https://place.map.kakao.com/170639070,세종특별자치시 금남면 발산2길 19-2 1층(지번) 금남면 발산리 24,세종,36.4572875794986,127.285368566271
3322,오프사이드,cafe,3.9,381,https://place.map.kakao.com/486079638,세종특별자치시 장군면 은용리 480-2 2동 1층,세종,36.4889633569521,127.195449605269
3323,이대가장수촌,restaurant,4.5,20,https://place.map.kakao.com/1491902267,세종특별자치시 장군면 평기길 102-29(지번) 장군면 평기리 266-2,세종,36.5045827612266,127.203106569791
3324,좋은아침페이스트리,cafe,4.3,14,https://place.map.kakao.com/27583853,"세종특별자치시 도움1로 106 메가시티 1층 101,102호(지번) 종촌동 672",세종,36.5026732042404,127.248183733479
3325,빈곳,cafe,3.8,1,https://place.map.kakao.com/1837469860,세종특별자치시 조치원읍 내창3길 14 1층(지번) 조치원읍 서창리 177-18,세종,36.6075668507553,127.289343574157
3326,소담전집,restaurant,4.3,13,https://place.map.kakao.com/25505835,세종특별자치시 조치원읍 조치원로 64(지번) 조치원읍 상리 70-3,세종,36.6024207561406,127.303564689654
3327,서리서리멸치국수 새롬점,restaurant,4.1,17,https://place.map.kakao.com/376208148,세종특별자치시 새롬중앙로 55 행운빌딩 1층 107호(지번) 새롬동 산 26,세종,36.4857565095483,127.25034140249
3328,더덕솥뚜껑삼겹살 세종부강점,restaurant,4.9,127,https://place.map.kakao.com/1326198830,세종특별자치시 부강면 부촌길 46 1층(지번) 부강면 부강리 443-6,세종,36.5304605161028,127.36664361294
3329,버터퐁,cafe,4.8,18,https://place.map.kakao.com/523858045,"세종특별자치시 장군면 장척로 567 104,202호(지번) 장군면 봉안리 375-5",세종,36.49948326381427,127.22077922924464
3330,연남솥밥,restaurant,3.6,180,https://place.map.kakao.com/1938277342,세종특별자치시 한누리대로 2165 호려울마을7단지 상가A동 1층 113~115호(지번) 보람동 738,세종,36.4772048257327,127.286200799804
3331,인생냉면,restaurant,3.5,87,https://place.map.kakao.com/31365486,세종특별자치시 금남면 용포로 42-3 1층(지번) 금남면 용포리 69-10,세종,36.4626210788191,127.280857040139
3332,샤브마니아 조치원점,restaurant,3.6,21,https://place.map.kakao.com/202285623,세종특별자치시 조치원읍 허만석로 67 1층(지번) 조치원읍 번암리 60-1,세종,36.5875437050285,127.29725067278
3333,역전할머니맥주 세종나성점,restaurant,3.5,15,https://place.map.kakao.com/1477443287,세종특별자치시 나성로 125-4(지번) 나성동 797,세종,36.4902461277372,127.258890199895
3334,나성전집,restaurant,3.8,14,https://place.map.kakao.com/2001507261,"세종특별자치시 나성로 133-15 애플타워 1층 105,106호(지번) 나성동 791",세종,36.4905136799477,127.257683531942
3335,덴스모크,restaurant,4.5,151,https://place.map.kakao.com/1431308519,"세종특별자치시 금남면 금병로 993 1,2동(지번) 금남면 부용리 281",세종,36.4989961143696,127.348946928947
3336,택이네조개전골 세종점,restaurant,4.0,36,https://place.map.kakao.com/964384505,세종특별자치시 보듬3로 8-5 1층 107~109호(지번) 도담동 668,세종,36.5128208597341,127.258317653148
3337,아호정 어진점,restaurant,3.7,243,https://place.map.kakao.com/1508097729,세종특별자치시 가름로 232 세종비즈니스센터 B동 1층 102호(지번) 어진동 657,세종,36.4956272428769,127.264907568615
3338,따봉시래기 세종점,restaurant,4.4,327,https://place.map.kakao.com/131735942,세종특별자치시 나성북1로 22 디펠리체 3층 305호(지번) 나성동 790,세종,36.4910881613702,127.258769008836
3339,바른기정떡 세종점,cafe,4.5,0,https://place.map.kakao.com/616872195,세종특별자치시 보듬4로 9 카림애비뉴상가 1동 1층 109호(지번) 도담동 653,세종,36.5131131389938,127.260704077872
3340,해풍횟집,restaurant,4.7,36,https://place.map.kakao.com/27312098,세종특별자치시 장군면 장기초교길 44(지번) 장군면 도계리 41-2,세종,36.4948313813833,127.208982179467
3341,BHC치킨 세종고운점,restaurant,3.7,5,https://place.map.kakao.com/27579983,세종특별자치시 마음로 14 가락마을6단지 상가 1층 106호(지번) 고운동 1728,세종,36.5026188021609,127.239798092043
3342,마라공방 세종점,restaurant,3.5,124,https://place.map.kakao.com/373629696,세종특별자치시 한누리대로 411 KT&G세종타워A 1층 105호(지번) 어진동 539,세종,36.5011321800617,127.258850981903
3343,설빙 세종점,cafe,3.6,11,https://place.map.kakao.com/27506905,세종특별자치시 보듬3로 91 해피라움 4동 1층 113~114호(지번) 아름동 1362,세종,36.5113495077348,127.249572810522
3344,본가장수촌 조치원점,restaurant,4.0,42,https://place.map.kakao.com/8327915,세종특별자치시 조치원읍 행복12길 9-15(지번) 조치원읍 침산리 260-3,세종,36.6042880265252,127.293263880475
3345,카모김밥,restaurant,5.0,11,https://place.map.kakao.com/1703890949,세종특별자치시 조치원읍 이화로 5 1층(지번) 조치원읍 신흥리 393,세종,36.594700138431,127.28869965575
3346,설화참숯닭갈비 조치원점,restaurant,5.0,15,https://place.map.kakao.com/19344608,세종특별자치시 조치원읍 행복2길 11 1층(지번) 조치원읍 침산리 268-8,세종,36.6037831873712,127.291103857637
3347,바바라코코 세종점,cafe,4.4,1117,https://place.map.kakao.com/342236151,세종특별자치시 어울누리로 67 나릿재마을 2단지 상가 1층 비155~B157호(지번) 나성동 684-1,세종,36.4872910328777,127.265380488081
3348,모시울,cafe,4.4,406,https://place.map.kakao.com/1732994836,세종특별자치시 조치원읍 장안로 74 2층(지번) 조치원읍 남리 400,세종,36.5951786943863,127.301882573087
3349,왕순이김치찌개석쇠불고기,restaurant,4.2,13,https://place.map.kakao.com/1042307574,세종특별자치시 만남로 20 1층(지번) 고운동 1909,세종,36.5014692143753,127.236448735917
3350,바다향,restaurant,5.0,5,https://place.map.kakao.com/21028473,세종특별자치시 노을3로 100 한솔프라자 2층 201호(지번) 한솔동 928,세종,36.4801989363408,127.254154391542
3351,고복정,restaurant,5.0,32,https://place.map.kakao.com/8664469,세종특별자치시 연서면 도신고복로 999(지번) 연서면 고복리 409,세종,36.6074396522523,127.252159747946
3352,미돈,restaurant,4.3,4,https://place.map.kakao.com/349541686,세종특별자치시 보듬3로 8-29 해피라움6차 2층 202호(지번) 도담동 677,세종,36.5151193635542,127.257807730826
3353,60계치킨 세종아름점,restaurant,3.7,4,https://place.map.kakao.com/896764722,세종특별자치시 보듬3로 91 해피리움4 1층 120호(지번) 아름동 1362,세종,36.51122316439973,127.24931497681928
3354,바로쌈밥,restaurant,4.1,18,https://place.map.kakao.com/895282393,세종특별자치시 나성로 133-15 3층(지번) 나성동 791,세종,36.4905136799477,127.257683531942
3355,진순이네 꽁당보리밥,restaurant,5.0,6,https://place.map.kakao.com/1342834246,세종특별자치시 새롬중앙로 34 1층 102A-B(지번) 새롬동 574,세종,36.4845919164256,127.252492570609
3356,금용중화요리,restaurant,3.5,18,https://place.map.kakao.com/1064402189,세종특별자치시 부강면 부강1길 27(지번) 부강면 부강리 401-35,세종,36.5312566777697,127.367639826692
3357,긴자 세종,restaurant,3.5,147,https://place.map.kakao.com/1470083803,세종특별자치시 다솜로 50 중흥s클래스센텀뷰상가 B동(지번) 어진동 673,세종,36.4950624846328,127.258791047519
3358,메가MGC커피 세종대평점,cafe,4.1,6,https://place.map.kakao.com/586486394,세종특별자치시 한누리대로 2236 해들마을6단지상가동 2동 1층 A145~146호(지번) 대평동 668,세종,36.4740926965855,127.27722016795
3359,굄,restaurant,5.0,116,https://place.map.kakao.com/173719890,세종특별자치시 나성로 125-16 115호(지번) 나성동 795,세종,36.4901037700778,127.257754716587
3360,공차 세종새롬점,cafe,4.1,5,https://place.map.kakao.com/1266538972,세종특별자치시 새롬중앙로 33 새뜸프라자 1층 101호(지번) 새롬동 592,세종,36.4840497251735,127.251836083244
3361,부부식당,restaurant,5.0,0,https://place.map.kakao.com/1606659755,세종특별자치시 조치원읍 장안로 18-9(지번) 조치원읍 정리 18-2,세종,36.5999641641353,127.300898044484
3362,써브웨이 세종어진점,cafe,3.8,22,https://place.map.kakao.com/71778496,세종특별자치시 한누리대로 492 101호(지번) 어진동 549,세종,36.5073923683263,127.262295915819
3363,어진꼬마김밥,restaurant,5.0,2,https://place.map.kakao.com/1068356205,세종특별자치시 절재로 194 중앙타운 B동 1층 141호(지번) 어진동 547,세종,36.5083073428532,127.262445014563
3376,대흥곱창,restaurant,4.7,46,https://place.map.kakao.com/2028780145,세종특별자치시 조치원읍 죽림로 42 3동 2호(지번) 조치원읍 죽림리 158-8,세종,36.5917961138784,127.295977722726
3377,세종김치돼지찌개 세종본점,restaurant,4.8,7,https://place.map.kakao.com/1067166127,세종특별자치시 한누리대로 207 세진이너스빌 1층(지번) 나성동 713,세종,36.4831868667599,127.259697973895
3378,인사동,restaurant,5.0,17,https://place.map.kakao.com/1050382735,세종특별자치시 나성로 125-16 스타타워 4층 404~405호(지번) 나성동 795,세종,36.4901037700778,127.257754716587
3379,부뚜막,restaurant,4.3,97,https://place.map.kakao.com/9039882,세종특별자치시 조치원읍 건너말고샅길 31-15(지번) 조치원읍 봉산리 153-1,세종,36.6065882583095,127.275872828158
3380,오씨손칼국수,restaurant,3.9,56,https://place.map.kakao.com/1727349689,세종특별자치시 한누리대로 207 1층(지번) 나성동 713,세종,36.4831868667599,127.259697973895
3381,정통춘천닭갈비,restaurant,4.0,16,https://place.map.kakao.com/1368993314,세종특별자치시 도움3로 105-2 성원프라자 2층(지번) 종촌동 660,세종,36.504810426213,127.248898814652
3382,계룡산화덕생선구이,restaurant,5.0,2,https://place.map.kakao.com/1965014664,세종특별자치시 금남면 가동길 3(지번) 금남면 용포리 308-1,세종,36.4637670227416,127.277725725715
3383,일랑일랑,cafe,4.1,154,https://place.map.kakao.com/999147586,세종특별자치시 연기면 연기길 28-11 1층(지번) 연기면 연기리 441-7,세종,36.5456702485176,127.279883763427
3384,볼매순돼집,restaurant,4.3,32,https://place.map.kakao.com/1954169476,세종특별자치시 연서면 당산로 355 1층(지번) 연서면 봉암리 210-15,세종,36.5632551733981,127.282847591182
3385,원조부산할매낙지&활화산,restaurant,5.0,3,https://place.map.kakao.com/1185327463,세종특별자치시 나성로 41 하해빌딩 1층 109~111호(지번) 나성동 782,세종,36.4832469309743,127.262886522263
3386,멘야시오,restaurant,5.0,5,https://place.map.kakao.com/528815390,세종특별자치시 한누리대로 287 주건축물제1동 1층 103호(지번) 나성동 738,세종,36.4897960421941,127.256156542828
3387,분당만강원 세종직영점,restaurant,3.5,150,https://place.map.kakao.com/1603270367,세종특별자치시 도움1로 7 NS호텔 3층 302~305호(지번) 어진동 540,세종,36.5002638819002,127.258035064194
3388,돼지가족족발 세종점,restaurant,3.5,41,https://place.map.kakao.com/26946827,세종특별자치시 보듬3로 8-21 다옴프라자 2층(지번) 도담동 673,세종,36.5141065479217,127.257937109216
3389,용암매운탕,restaurant,4.3,4,https://place.map.kakao.com/796693668,세종특별자치시 연서면 도신고복로 631 1층(지번) 연서면 용암리 166-5,세종,36.6039105380971,127.229355856921
3390,끼니,restaurant,4.9,15,https://place.map.kakao.com/27525433,세종특별자치시 조치원읍 돌마루6길 4(지번) 조치원읍 서창리 293-9,세종,36.6066190765736,127.292683894218
3391,태능갈비,restaurant,5.0,1,https://place.map.kakao.com/10100926,세종특별자치시 조치원읍 조치원2길 29(지번) 조치원읍 정리 102-1,세종,36.5999568862609,127.297768020717
3392,몽마르뜨,restaurant,3.8,376,https://place.map.kakao.com/10332865,세종특별자치시 조치원읍 조치원로 31 지하1층(지번) 조치원읍 원리 3-5,세종,36.601688112835,127.300120155564
3393,조가네갑오징어 세종점,restaurant,4.9,97,https://place.map.kakao.com/2044391982,세종특별자치시 아름서1길 13-9 2층(지번) 아름동 1329,세종,36.5116705456461,127.242604376472
3394,피노,restaurant,4.4,85,https://place.map.kakao.com/695309652,세종특별자치시 금남면 호탄길 35-3 1층(지번) 금남면 호탄리 92,세종,36.4745864412196,127.298442692548
3395,허사또쭈꾸미,restaurant,3.7,45,https://place.map.kakao.com/1844622076,세종특별자치시 시청대로 219 시드니하트 4층 401~405호(지번) 보람동 616-1,세종,36.4839347469616,127.293808749399
3396,맘스터치 세종대평점,restaurant,3.5,13,https://place.map.kakao.com/1219448102,세종특별자치시 시청대로 20 아마존타워 1층 114호(지번) 대평동 63-7,세종,36.4744746693691,127.275325093674
3397,윤용현의도끼농장 세종나성점,restaurant,4.7,37,https://place.map.kakao.com/1181474130,세종특별자치시 국세청로 46 리더스포레1단지 상가 1층 A137호(지번) 나성동 835,세종,36.4872932917734,127.262894502052
3398,페이버베이크숍,cafe,3.5,146,https://place.map.kakao.com/1594846035,"세종특별자치시 한누리대로 292 1층 101,102호(지번) 나성동 763",세종,36.4903246735595,127.257030692034
3399,청춘회관,restaurant,5.0,4,https://place.map.kakao.com/2083433692,세종특별자치시 새롬중앙로 34 1층(지번) 새롬동 574,세종,36.4845919164256,127.252492570609
3413,차이나테이블 세종점,restaurant,4.0,0,https://place.map.kakao.com/121375741,세종특별자치시 한누리대로 2270(지번) 대평동 65-12,세종,36.4727277909683,127.276369652028
3414,타코로 세종대평점,restaurant,5.0,5,https://place.map.kakao.com/515743978,세종특별자치시 대평3길 17 해피라움페스타오피스텔 지하1층 B101호(지번) 대평동 680,세종,36.4725355064301,127.275385182144
3415,우리식당,restaurant,4.5,77,https://place.map.kakao.com/8463843,세종특별자치시 금남면 금남구즉로 90(지번) 금남면 신촌리 124-5,세종,36.4736229245134,127.288697398283
3416,테라로사커피 세종점,cafe,3.8,290,https://place.map.kakao.com/1492662278,세종특별자치시 가름로 143 세종타워 A동 1층(지번) 어진동 524,세종,36.4990822723889,127.256327651405
3417,중앙식당,restaurant,5.0,2,https://place.map.kakao.com/21274419,세종특별자치시 조치원읍 조치원8길 38(지번) 조치원읍 정리 22,세종,36.5999418912249,127.300618218757
3418,본죽&비빔밥cafe 세종해밀점,restaurant,4.3,6,https://place.map.kakao.com/2009690085,세종특별자치시 해밀3로 43 스카이드림 110호(지번) 해밀동 산 5-2,세종,36.5285836241553,127.264491646624
3419,박기문철판닭갈비,restaurant,5.0,7,https://place.map.kakao.com/135361344,세종특별자치시 노을3로 19 1층(지번) 한솔동 940,세종,36.4816422575859,127.259750400415
3420,에그드랍 세종새롬점,cafe,4.3,10,https://place.map.kakao.com/453437562,세종특별자치시 새롬중앙로 47 세움빌딩 1층(지번) 새롬동 588,세종,36.4850059025736,127.250786042698
3421,야호래,restaurant,4.5,116,https://place.map.kakao.com/16962041,세종특별자치시 전동면 고산길 71(지번) 전동면 미곡리 89,세종,36.6759409290217,127.229466336543
3422,샤브쌈주머니 ak어진점,restaurant,4.8,52,https://place.map.kakao.com/131421148,세종특별자치시 한누리대로 411 3층(지번) 어진동 539,세종,36.5011321800617,127.258850981903
3423,한옥마을전주비빔밥 세종청사점,restaurant,4.5,3,https://place.map.kakao.com/1557795132,세종특별자치시 도움6로 11 종합안내동 2층 나호(지번) 어진동 560,세종,36.5048996770757,127.262258372551
3435,복사골,restaurant,4.5,8,https://place.map.kakao.com/19316308,세종특별자치시 연서면 도신고복로 593 1층(지번) 연서면 용암리 185,세종,36.6007085477687,127.227127102818
3436,무교동본가낙지,restaurant,3.9,5,https://place.map.kakao.com/23305037,세종특별자치시 도움8로 81(지번) 어진동 608,세종,36.5046900646021,127.270850974147
3437,본세종민물장어 2호점,restaurant,3.8,35,https://place.map.kakao.com/1733743782,세종특별자치시 연서면 대첩로 150 1층(지번) 연서면 월하리 952-1,세종,36.595167672018,127.279426983181
3438,김치찌개 미화식당 세종점,restaurant,5.0,5,https://place.map.kakao.com/2086689644,세종특별자치시 금남면 용포로 31-1 1층(지번) 금남면 용포리 82-8,세종,36.461344224616,127.279859306703
3439,진짜배기명태촌 세종고운점,restaurant,4.4,17,https://place.map.kakao.com/231804165,세종특별자치시 만남로3길 69(지번) 고운동 1806,세종,36.5016880671257,127.235328509582
3440,내집닭갈비,restaurant,5.0,4,https://place.map.kakao.com/10191184,세종특별자치시 금남면 대평시장1길 3(지번) 금남면 용포리 193-26,세종,36.4657763513113,127.281681645346
3441,세종종가왕뼈감자탕 아름점,restaurant,5.0,15,https://place.map.kakao.com/1431832449,세종특별자치시 아름서1길 13-12 제이디빌딩 1층 106호(지번) 아름동 1330,세종,36.5116594398975,127.243190312209
3442,국밥집막내아들 세종점,restaurant,4.4,15,https://place.map.kakao.com/1640767189,세종특별자치시 보듬3로 8-5 1층(지번) 도담동 668,세종,36.5128208597341,127.258317653148
3443,투썸플레이스 세종신흥점,cafe,4.0,17,https://place.map.kakao.com/165775439,세종특별자치시 조치원읍 이화로 34 1-2층(지번) 조치원읍 신흥리 166-11,세종,36.59212808382,127.287775733506
3444,족발야시장 세종보람점,restaurant,4.3,20,https://place.map.kakao.com/734657,세종특별자치시 호려울로 51 골드타워 1층 111~112호(지번) 보람동 751,세종,36.4779568993724,127.289353531959
3445,어머니칼국수,restaurant,4.3,97,https://place.map.kakao.com/1356390395,"세종특별자치시 장군면 소미길 11 101,102호(지번) 장군면 봉안리 176-1",세종,36.497121883622,127.223868694112
3446,소쿠리밥상 세종청사점,restaurant,3.5,108,https://place.map.kakao.com/1649871070,세종특별자치시 한누리대로 411 KT&G세종타워A 3층 305호(지번) 어진동 539,세종,36.5011321800617,127.258850981903
3447,와리낙지볶음,restaurant,5.0,5,https://place.map.kakao.com/239161476,세종특별자치시 조치원읍 세종로 2645 1층(지번) 조치원읍 신안리 142-7,세종,36.622093360891,127.290272862958
3448,배부장찌개 소담점,restaurant,4.0,6,https://place.map.kakao.com/431483991,세종특별자치시 소담1로 12(지번) 소담동 37-8,세종,36.4850188207008,127.301475155646
3449,커피D,cafe,3.8,186,https://place.map.kakao.com/143865725,세종특별자치시 금남면 금남구즉로 60(지번) 금남면 신촌리 138-6,세종,36.471661595247,127.286322791797
3450,몽플 본점,cafe,3.5,252,https://place.map.kakao.com/1010412850,세종특별자치시 나성북로 30 어반아트리움 1층(지번) 나성동 809,세종,36.4890737483121,127.260245278663
3451,두끼,restaurant,5.0,32,https://place.map.kakao.com/212741072,세종특별자치시 새롬중앙로 33 2층(지번) 새롬동 592,세종,36.4840497251735,127.251836083244
3452,멕시카나치킨 조치원1점,restaurant,5.0,0,https://place.map.kakao.com/19587337,세종특별자치시 조치원읍 행복5길 25(지번) 조치원읍 침산리 253-6,세종,36.6050243126379,127.292544640394
3453,작두집연탄구이,restaurant,4.4,72,https://place.map.kakao.com/439460722,세종특별자치시 보듬3로 8-27 새한프라자 112호(지번) 도담동 675,세종,36.5146239374779,127.257836453324
3454,라라뱅앤비스트로라라,restaurant,5.0,3,https://place.map.kakao.com/1181217414,세종특별자치시 다정중앙로 39(지번) 다정동 939,세종,36.4940281450966,127.248659282177
3455,투썸플레이스 세종어진점,cafe,4.8,12,https://place.map.kakao.com/1180644451,세종특별자치시 한누리대로 492 청암홈빌딩 1층(지번) 어진동 549,세종,36.5073923683263,127.262295915819
3456,스타벅스 세종보람점,cafe,4.3,24,https://place.map.kakao.com/191376780,"세종특별자치시 한누리대로 2165 A118~121, A128~131호(지번) 보람동 738",세종,36.47733004588365,127.2865182740898
3457,일품양평해장국 세종용포점,restaurant,5.0,9,https://place.map.kakao.com/1531804177,세종특별자치시 금남면 용포로 87-3 1층 101호(지번) 금남면 용포리 196-18,세종,36.4664642838441,127.281152169523
3458,하면돼지,restaurant,5.0,4,https://place.map.kakao.com/664408854,세종특별자치시 국책연구원1로 15 새샘마을9단지 B동상가 101~102호(지번) 소담동 521,세종,36.49101863889,127.299898214554
3459,도담짬뽕집,restaurant,4.0,29,https://place.map.kakao.com/26357705,세종특별자치시 나성북로 47 나릿재마을4단지 상가동2층 218~219호(지번) 나성동 831,세종,36.4912363285845,127.260789334686
3460,지코바 한솔1호점,restaurant,4.8,0,https://place.map.kakao.com/348720462,세종특별자치시 한누리대로 194(지번) 나성동 775,세종,36.4823820117172,127.26136303945
3461,이바돔,restaurant,4.6,99,https://place.map.kakao.com/17822503,세종특별자치시 조치원읍 새내11길 11(지번) 조치원읍 원리 9-30,세종,36.6020145480915,127.297371005632
3462,빠스타스 가든플레이스,restaurant,4.0,40,https://place.map.kakao.com/456136457,세종특별자치시 해밀5로 12 3층(지번) 해밀동 74-2,세종,36.5242071464784,127.271525937068
3463,토로토로,restaurant,4.6,8,https://place.map.kakao.com/586031362,"세종특별자치시 대평로 75 해비치빌딩 1층 101, 102호(지번) 대평동 677",세종,36.4736997666601,127.276803690555
3464,대구맥막창,restaurant,4.8,11,https://place.map.kakao.com/955453684,세종특별자치시 보듬3로 104-15 엘스빌딩 1층 101호(지번) 아름동 1289,세종,36.5122901528039,127.249218150238
3465,좋은아침페스츄리 세종보람점,cafe,3.9,100,https://place.map.kakao.com/910570222,세종특별자치시 시청대로 205 1층(지번) 보람동 709,세종,36.4829453979432,127.292879458809
3466,고봉보쌈,restaurant,5.0,3,https://place.map.kakao.com/25773579,세종특별자치시 조치원읍 문화로 18(지번) 조치원읍 평리 23-27,세종,36.6031117320852,127.301120612568
3467,1984그수육집칼국수,restaurant,5.0,296,https://place.map.kakao.com/592571874,세종특별자치시 조치원읍 문화길 23(지번) 조치원읍 침산리 278-2,세종,36.601666711251,127.289537913853
3468,차이킹 북경오리,restaurant,4.0,125,https://place.map.kakao.com/451331774,세종특별자치시 나성남로 7-16 신영드림타워 2층 201~203호(지번) 나성동 786,세종,36.482412785445,127.262164489652
3469,모미지 세종나성점,restaurant,4.9,409,https://place.map.kakao.com/962700267,세종특별자치시 나성북로 9(지번) 나성동 798,세종,36.4896482989741,127.257850302171
3470,오이시,restaurant,3.7,29,https://place.map.kakao.com/1166743991,세종특별자치시 절재로 194 중앙타운 3층 310~311호(지번) 어진동 547,세종,36.5083073428532,127.262445014563
3471,피자스쿨 세종고운점,restaurant,5.0,11,https://place.map.kakao.com/872162144,세종특별자치시 마음안로 34 가락마을5단지 상가 106호(지번) 고운동 1705,세종,36.5086790679683,127.238765895008
3472,그릴200도,restaurant,3.7,23,https://place.map.kakao.com/432604850,세종특별자치시 호려울로 9 네이버타워 2층 203~204호(지번) 보람동 755,세종,36.477090331921,127.288242048649
3473,신대구막창 나성점,restaurant,4.2,85,https://place.map.kakao.com/79332858,세종특별자치시 나성북1로 22 디펠리체 1층 106호(지번) 나성동 790,세종,36.4910881613702,127.258769008836
3474,갈비만 세종점,restaurant,4.3,264,https://place.map.kakao.com/1152177269,세종특별자치시 세종로 1219 세종중앙타워 2층(지번) 고운동 2094,세종,36.5116348822129,127.241037472993
3475,장군짬뽕,restaurant,4.3,11,https://place.map.kakao.com/1203284061,세종특별자치시 장군면 산학리길 16-5 1층(지번) 장군면 은용리 121-5,세종,36.4929032419178,127.215779161006
3476,파운드하우스,cafe,4.5,80,https://place.map.kakao.com/45908865,세종특별자치시 다솜로 7 한뜰마을5단지 파크블랑 A동 106호(지번) 어진동 682,세종,36.4983131463068,127.256490530578
3477,라고바움호텔 카페,cafe,3.8,42,https://place.map.kakao.com/1058613745,"세종특별자치시 다솜로 185 107,204호(지번) 어진동 641",세종,36.49707862536037,127.26922392517751
3478,츄빅 세종시청점,cafe,4.9,25,https://place.map.kakao.com/775461883,세종특별자치시 한누리대로 2165 대방디엠시티상가 B동 101호(지번) 보람동 738,세종,36.4772048257327,127.286200799804
3479,태그25,cafe,5.0,178,https://place.map.kakao.com/1309837785,세종특별자치시 금남면 용담길 25(지번) 금남면 용담리 94-2,세종,36.4245966842387,127.286085325767
3480,우리숯불닭갈비,restaurant,4.3,9,https://place.map.kakao.com/692229631,세종특별자치시 대평3길 10 쁘띠테라스 1층 111호(지번) 대평동 676,세종,36.4738057073497,127.27572910292
3481,송림식당,restaurant,3.7,2,https://place.map.kakao.com/9151542,세종특별자치시 부강면 부강5길 12-1(지번) 부강면 부강리 479-4,세종,36.5283907223075,127.36840999327
3482,만나밀,cafe,4.0,231,https://place.map.kakao.com/320056965,세종특별자치시 고운한옥1길 8(지번) 고운동 2151,세종,36.509167227729,127.238267956714
